"MEAN_PTPRN2"
"MEAN_FRMD4A"
"MEAN_LPCAT1"
"MEAN_GOLGA3"
"MEAN_RERE"
"MEAN_PAX6"
"MEAN_COL4A2"
"MEAN_DPP6"
"MEAN_KDM4B"
"MEAN_TRRAP"
"MEAN_AUTS2"
"MEAN_KIAA1530"
"MEAN_TOLLIP"
"MEAN_TP73"
"MEAN_TSSC1"
"MEAN_MOB2"
"MEAN_AP2A2"
"MEAN_DAXX"
"MEAN_NPHP4"
"MEAN_PIEZO1"
"MEAN_ADAMTS2"
"MEAN_IQCE"
"MEAN_MACROD1"
"MEAN_RIMBP2"
"MEAN_FAM19A5"
"MEAN_JAKMIP3"
"MEAN_BRSK2"
"MEAN_PFKP"
"MEAN_CTBP2"
"MEAN_KAZN"
"MEAN_PACS2"
"MEAN_TAP2"
"MEAN_CMIP"
"MEAN_JPH3"
"MEAN_ZFYVE28"
"MEAN_ZFHX3"
"MEAN_GPR123"
"MEAN_IQSEC1"
"MEAN_SNTG2"
"MEAN_VARS"
"MEAN_CDH4"
"MEAN_HEATR2"
"MEAN_JARID2"
"MEAN_SLC38A10"
"MEAN_TERT"
"MEAN_VGLL4"
"MEAN_ABLIM2"
"MEAN_AHRR"
"MEAN_GNG7"
"MEAN_MYOM2"
"MEAN_SLC9A3"
"MEAN_ACSF3"
"MEAN_ERICH1"
"MEAN_IFT140"
"MEAN_LINC00461"
"MEAN_RORA"
"MEAN_EP400"
"MEAN_FAT1"
"MEAN_NAV2"
"MEAN_RBFOX1"
"MEAN_TFDP1"
"MEAN_RGL2"
"MEAN_BAG6"
"MEAN_KCNMA1"
"MEAN_ZC3H3"
"MEAN_ARID1B"
"MEAN_DENND3"
"MEAN_FARP1"
"MEAN_INTS1"
"MEAN_RADIL"
"MEAN_ZMIZ1"
"MEAN_MSI2"
"MEAN_COL18A1"
"MEAN_DDR1"
"MEAN_AGRN"
"MEAN_ANO1"
"MEAN_MAGI1"
"MEAN_PXDN"
"MEAN_RUNX3"
"MEAN_TCERG1L"
"MEAN_TFAP2A"
"MEAN_ATP10A"
"MEAN_CELF2"
"MEAN_RAI1"
"MEAN_WDR27"
"MEAN_DNAJB6"
"MEAN_KIF26A"
"MEAN_KIRREL3"
"MEAN_OSBPL5"
"MEAN_PPP1R18"
"MEAN_RNF39"
"MEAN_SUN1"
"MEAN_ADAP1"
"MEAN_CDC42BPB"
"MEAN_CELF4"
"MEAN_CSMD1"
"MEAN_CYFIP1"
"MEAN_MORN1"
"MEAN_PAX7"
"MEAN_PTPRS"
"MEAN_TRAPPC12"
"MEAN_BAI1"
"MEAN_CTBP1"
"MEAN_NRXN2"
"MEAN_PTPRG"
"MEAN_RNF220"
"MEAN_SBNO2"
"MEAN_ACOX3"
"MEAN_CUX2"
"MEAN_DSCAML1"
"MEAN_DYNC1H1"
"MEAN_MAML3"
"MEAN_XKR6"
"MEAN_ZDHHC14"
"MEAN_GMDS"
"MEAN_LRP1"
"MEAN_OCA2"
"MEAN_FOXN3"
"MEAN_GALNT2"
"MEAN_GLI2"
"MEAN_MAGI2"
"MEAN_PFKFB3"
"MEAN_SPTBN1"
"MEAN_TCF7L2"
"MEAN_VPS52"
"MEAN_ADCY9"
"MEAN_AFF3"
"MEAN_ATF6B"
"MEAN_CCDC88C"
"MEAN_CELSR1"
"MEAN_CHFR"
"MEAN_FOXK2"
"MEAN_ZBTB12"
"MEAN_COL5A1"
"MEAN_CREB5"
"MEAN_ESRRG"
"MEAN_FAM20C"
"MEAN_PDE6B"
"MEAN_SIM1"
"MEAN_TSC2"
"MEAN_ALX4"
"MEAN_DAB1"
"MEAN_HIVEP3"
"MEAN_HOXA3"
"MEAN_KDM2B"
"MEAN_SLC44A4"
"MEAN_SND1"
"MEAN_TUBB"
"MEAN_ACOT7"
"MEAN_GFI1"
"MEAN_MBP"
"MEAN_ODZ2"
"MEAN_SH3PXD2A"
"MEAN_SSBP3"
"MEAN_TPO"
"MEAN_CCND1"
"MEAN_MAEA"
"MEAN_SFSWAP"
"MEAN_TAPBP"
"MEAN_TMEM132D"
"MEAN_TNS3"
"MEAN_TSPAN9"
"MEAN_WDR37"
"MEAN_XXYLT1"
"MEAN_ZIC4"
"MEAN_BDNF"
"MEAN_DNMT3A"
"MEAN_GLI3"
"MEAN_PBX1"
"MEAN_PDE4D"
"MEAN_RAB11FIP3"
"MEAN_SH3BP4"
"MEAN_TRIM15"
"MEAN_WRAP73"
"MEAN_DDAH2"
"MEAN_DHX16"
"MEAN_GNA12"
"MEAN_MSRA"
"MEAN_NFIX"
"MEAN_PACRG"
"MEAN_PSMB8"
"MEAN_SLC22A23"
"MEAN_SOX2-OT"
"MEAN_ARHGEF7"
"MEAN_ATXN1"
"MEAN_CHD5"
"MEAN_HLA-F-AS1"
"MEAN_MCC"
"MEAN_PARD3"
"MEAN_PITX2"
"MEAN_RGMA"
"MEAN_RREB1"
"MEAN_SORBS2"
"MEAN_SPG7"
"MEAN_VIPR2"
"MEAN_AJAP1"
"MEAN_CARD11"
"MEAN_CCND2"
"MEAN_CTDP1"
"MEAN_HECW1"
"MEAN_LPP"
"MEAN_MAPK8IP3"
"MEAN_PALLD"
"MEAN_SIM2"
"MEAN_TBX5"
"MEAN_TRIM31"
"MEAN_CDK6"
"MEAN_EYA4"
"MEAN_KCNT1"
"MEAN_MEIS2"
"MEAN_MICB"
"MEAN_MTA1"
"MEAN_NEU1"
"MEAN_NOTCH1"
"MEAN_PCNT"
"MEAN_STOX2"
"MEAN_TNK2"
"MEAN_TRIM39"
"MEAN_VAV2"
"MEAN_ZCCHC14"
"MEAN_BCL11A"
"MEAN_ESR1"
"MEAN_GAS7"
"MEAN_HERC2"
"MEAN_MUC5B"
"MEAN_NRXN3"
"MEAN_PPT2"
"MEAN_ADAMTS17"
"MEAN_BCL11B"
"MEAN_DLC1"
"MEAN_GRB10"
"MEAN_MAST4"
"MEAN_MECOM"
"MEAN_MYO10"
"MEAN_NFIC"
"MEAN_PC"
"MEAN_PLCH2"
"MEAN_PRKCA"
"MEAN_SYNJ2"
"MEAN_ABHD16A"
"MEAN_ADPRHL1"
"MEAN_CACNA1G"
"MEAN_CDH23"
"MEAN_IGF2R"
"MEAN_KIFC1"
"MEAN_LRRFIP1"
"MEAN_PIP5K1C"
"MEAN_PLEKHG5"
"MEAN_TMEM132C"
"MEAN_UNKL"
"MEAN_ASIC2"
"MEAN_HIC1"
"MEAN_HLA-DOA"
"MEAN_KCNQ2"
"MEAN_NRXN1"
"MEAN_ODZ3"
"MEAN_SLIT3"
"MEAN_SVIL"
"MEAN_VWA7"
"MEAN_ZBTB20"
"MEAN_ZBTB9"
"MEAN_ASAP2"
"MEAN_KCNAB2"
"MEAN_NR5A2"
"MEAN_OTX1"
"MEAN_PLXNA4"
"MEAN_SDK2"
"MEAN_SLC6A3"
"MEAN_SOX5"
"MEAN_ARHGAP39"
"MEAN_C1orf159"
"MEAN_C6orf136"
"MEAN_CDYL"
"MEAN_DST"
"MEAN_FLOT1"
"MEAN_GATA4"
"MEAN_ITPKB"
"MEAN_TBX15"
"MEAN_WDR60"
"MEAN_ZEB2"
"MEAN_ZNF423"
"MEAN_AKAP13"
"MEAN_APBA2"
"MEAN_ATXN7L1"
"MEAN_AXIN1"
"MEAN_BCAS3"
"MEAN_CLYBL"
"MEAN_COL9A3"
"MEAN_DOCK1"
"MEAN_FNDC3B"
"MEAN_HLA-E"
"MEAN_HPCAL1"
"MEAN_MEIS1"
"MEAN_MGRN1"
"MEAN_PCCA"
"MEAN_PTDSS2"
"MEAN_SPEG"
"MEAN_TIMP2"
"MEAN_TRIM2"
"MEAN_WIPI2"
"MEAN_WNT5A"
"MEAN_ARHGEF10L"
"MEAN_ASPSCR1"
"MEAN_C6orf10"
"MEAN_CARS2"
"MEAN_CHST8"
"MEAN_COLEC11"
"MEAN_DGKZ"
"MEAN_DLG2"
"MEAN_EDNRB"
"MEAN_FGFR2"
"MEAN_LRPAP1"
"MEAN_NFIA"
"MEAN_PCSK6"
"MEAN_PRDM15"
"MEAN_PRDM2"
"MEAN_PRDM6"
"MEAN_RCC2"
"MEAN_SH3RF3"
"MEAN_SMYD3"
"MEAN_SYNE1"
"MEAN_TBC1D14"
"MEAN_BLCAP"
"MEAN_BRF1"
"MEAN_CACNA2D3"
"MEAN_CUTA"
"MEAN_DGKD"
"MEAN_FRAS1"
"MEAN_GPC6"
"MEAN_HIPK2"
"MEAN_MACF1"
"MEAN_MUC2"
"MEAN_NFASC"
"MEAN_PANK4"
"MEAN_PHACTR1"
"MEAN_STK24"
"MEAN_TACC2"
"MEAN_APBB2"
"MEAN_BTBD11"
"MEAN_CREBBP"
"MEAN_EHMT1"
"MEAN_ENOX1"
"MEAN_FAM53B"
"MEAN_NAV1"
"MEAN_NRG1"
"MEAN_NTN1"
"MEAN_PTPN14"
"MEAN_RAP1GAP2"
"MEAN_RYR1"
"MEAN_SFMBT2"
"MEAN_SHROOM3"
"MEAN_SNX29"
"MEAN_TEAD1"
"MEAN_TTYH3"
"MEAN_VPS53"
"MEAN_WWOX"
"MEAN_AFAP1"
"MEAN_AFF1"
"MEAN_AKAP12"
"MEAN_ARHGAP22"
"MEAN_CCDC57"
"MEAN_DLX6-AS1"
"MEAN_DNAH10"
"MEAN_EGFL8"
"MEAN_ERC2"
"MEAN_GFRA1"
"MEAN_IGSF9B"
"MEAN_KIAA1217"
"MEAN_LRRK1"
"MEAN_LTBP4"
"MEAN_MUC6"
"MEAN_NR2E1"
"MEAN_PDE4DIP"
"MEAN_RING1"
"MEAN_SCAND3"
"MEAN_THSD4"
"MEAN_TRIM10"
"MEAN_ZNRD1-AS1"
"MEAN_BCL6"
"MEAN_CAMK2B"
"MEAN_CD81"
"MEAN_DAB2IP"
"MEAN_FGFRL1"
"MEAN_FLT4"
"MEAN_FYN"
"MEAN_GET4"
"MEAN_GRK5"
"MEAN_HOXB3"
"MEAN_IGSF21"
"MEAN_LHPP"
"MEAN_PTPRE"
"MEAN_RBMS1"
"MEAN_RBPMS"
"MEAN_ROR1"
"MEAN_SAMD4A"
"MEAN_SEMA5B"
"MEAN_SLC45A4"
"MEAN_SRCIN1"
"MEAN_UHRF1"
"MEAN_ARHGAP26"
"MEAN_CEP72"
"MEAN_CHST11"
"MEAN_CLPTM1L"
"MEAN_CTTN"
"MEAN_EBF1"
"MEAN_EXT1"
"MEAN_HSPG2"
"MEAN_ITPK1"
"MEAN_LINC00340"
"MEAN_MAML2"
"MEAN_MGAT5B"
"MEAN_PARK2"
"MEAN_PKNOX2"
"MEAN_RAD51B"
"MEAN_RARA"
"MEAN_SLCO3A1"
"MEAN_SYT7"
"MEAN_TTBK1"
"MEAN_WHSC1"
"MEAN_ZFR2"
"MEAN_AHDC1"
"MEAN_ARHGEF4"
"MEAN_CACNA1I"
"MEAN_CALD1"
"MEAN_CDH13"
"MEAN_CLEC16A"
"MEAN_CLSTN1"
"MEAN_COL4A1"
"MEAN_CPT1A"
"MEAN_CRAMP1L"
"MEAN_EXD3"
"MEAN_FLI1"
"MEAN_GRIN2A"
"MEAN_GRM4"
"MEAN_HLA-F"
"MEAN_HOXA5"
"MEAN_PPP2R5C"
"MEAN_RASGRF1"
"MEAN_SETD1B"
"MEAN_SPTBN4"
"MEAN_TBC1D22A"
"MEAN_TOP1MT"
"MEAN_UNC5A"
"MEAN_B3GALT4"
"MEAN_C18orf1"
"MEAN_CLCN7"
"MEAN_CTNNA2"
"MEAN_DOT1L"
"MEAN_DPF3"
"MEAN_ELFN1"
"MEAN_EXOC2"
"MEAN_FLRT2"
"MEAN_FMNL2"
"MEAN_HPSE2"
"MEAN_INF2"
"MEAN_KALRN"
"MEAN_KCNH2"
"MEAN_KIAA1751"
"MEAN_MEGF11"
"MEAN_NCK2"
"MEAN_PAX2"
"MEAN_PRKG1"
"MEAN_PRRT1"
"MEAN_PTPRF"
"MEAN_TMCO3"
"MEAN_UBE2I"
"MEAN_ZBTB16"
"MEAN_AGAP3"
"MEAN_ANKS1B"
"MEAN_ARHGEF16"
"MEAN_ATP2B2"
"MEAN_C10orf11"
"MEAN_FASN"
"MEAN_FGF14"
"MEAN_FHIT"
"MEAN_GDNF"
"MEAN_GREB1"
"MEAN_JAKMIP1"
"MEAN_KIF1A"
"MEAN_LRRC27"
"MEAN_LSP1"
"MEAN_MSH5"
"MEAN_NCKAP5"
"MEAN_PEX14"
"MEAN_PMEPA1"
"MEAN_PRDM8"
"MEAN_PRKCE"
"MEAN_SHANK1"
"MEAN_SLC7A5"
"MEAN_SRGAP3"
"MEAN_SSH1"
"MEAN_TRERF1"
"MEAN_TTC7B"
"MEAN_WDR90"
"MEAN_ABLIM1"
"MEAN_ARID5B"
"MEAN_COL6A3"
"MEAN_CPLX1"
"MEAN_DLX5"
"MEAN_EGFR"
"MEAN_FBXL18"
"MEAN_FBXO31"
"MEAN_GABRB3"
"MEAN_HLA-DQB2"
"MEAN_LHX9"
"MEAN_LMTK2"
"MEAN_MAST1"
"MEAN_MMP17"
"MEAN_MTUS2"
"MEAN_MYH10"
"MEAN_PDGFA"
"MEAN_POU6F2"
"MEAN_PPP2R2B"
"MEAN_RAB40C"
"MEAN_RASSF1"
"MEAN_SGK1"
"MEAN_SLC6A19"
"MEAN_SNED1"
"MEAN_SSU72"
"MEAN_ST5"
"MEAN_TCF3"
"MEAN_TUBGCP2"
"MEAN_UST"
"MEAN_ZHX2"
"MEAN_ZNF311"
"MEAN_ANK2"
"MEAN_ASAP1"
"MEAN_BCAR1"
"MEAN_CACNA2D4"
"MEAN_CARD14"
"MEAN_CARKD"
"MEAN_CELSR3"
"MEAN_CIT"
"MEAN_ECE1"
"MEAN_ELMO1"
"MEAN_EXOC4"
"MEAN_FGF12"
"MEAN_GATA2"
"MEAN_GTF2H4"
"MEAN_JAG2"
"MEAN_JAZF1"
"MEAN_LMX1A"
"MEAN_MSX1"
"MEAN_MUC4"
"MEAN_MYLK"
"MEAN_NAP1L4"
"MEAN_PBX2"
"MEAN_PITPNM2"
"MEAN_PLEKHG4B"
"MEAN_PPP2R2C"
"MEAN_PVT1"
"MEAN_RNF213"
"MEAN_RUNX1"
"MEAN_SHC2"
"MEAN_SLC43A2"
"MEAN_SRRM3"
"MEAN_WT1"
"MEAN_AATK"
"MEAN_AGPAT1"
"MEAN_BCL2"
"MEAN_CAPZB"
"MEAN_CSMD3"
"MEAN_DOK7"
"MEAN_FGF13"
"MEAN_GABRA5"
"MEAN_H19"
"MEAN_HCG9"
"MEAN_HLA-L"
"MEAN_IGF2BP1"
"MEAN_KCNIP4"
"MEAN_KIAA0664"
"MEAN_KLHDC4"
"MEAN_MDC1"
"MEAN_MYO18A"
"MEAN_NDRG4"
"MEAN_PAPD7"
"MEAN_PARD3B"
"MEAN_PDE2A"
"MEAN_PLXNA1"
"MEAN_PRICKLE1"
"MEAN_PWWP2B"
"MEAN_RFX2"
"MEAN_RFX4"
"MEAN_ROBO1"
"MEAN_ZIC1"
"MEAN_AACS"
"MEAN_AZI1"
"MEAN_BACH2"
"MEAN_C14orf43"
"MEAN_C6orf47"
"MEAN_CADM1"
"MEAN_CRIM1"
"MEAN_CSMD2"
"MEAN_CTNND2"
"MEAN_CXXC5"
"MEAN_DIRC3"
"MEAN_FAM155A"
"MEAN_FAM189A1"
"MEAN_FLJ42709"
"MEAN_FLNC"
"MEAN_GRID1"
"MEAN_HLA-DPB1"
"MEAN_HOXC4"
"MEAN_LTBP1"
"MEAN_MCPH1"
"MEAN_MEG3"
"MEAN_MITF"
"MEAN_MRC2"
"MEAN_PAOX"
"MEAN_PDZRN3"
"MEAN_RPP21"
"MEAN_SALL1"
"MEAN_SAMD11"
"MEAN_SMAD3"
"MEAN_SPIRE2"
"MEAN_STARD13"
"MEAN_TFAP2B"
"MEAN_THBS2"
"MEAN_VARS2"
"MEAN_VENTX"
"MEAN_ADAM12"
"MEAN_CACNA1A"
"MEAN_CACNB2"
"MEAN_CALCA"
"MEAN_CDKAL1"
"MEAN_COBL"
"MEAN_COL12A1"
"MEAN_EFNA5"
"MEAN_ESPN"
"MEAN_KIAA1549"
"MEAN_LFNG"
"MEAN_MOG"
"MEAN_MYO1C"
"MEAN_NCLN"
"MEAN_RASGEF1C"
"MEAN_SYNPO"
"MEAN_TGIF1"
"MEAN_TPCN2"
"MEAN_VAX2"
"MEAN_VPS13D"
"MEAN_WDR46"
"MEAN_ABCA3"
"MEAN_ABTB2"
"MEAN_ARX"
"MEAN_C17orf101"
"MEAN_CACNA2D2"
"MEAN_CSNK1D"
"MEAN_DYSF"
"MEAN_EBF2"
"MEAN_ERI3"
"MEAN_ETV6"
"MEAN_FBXL7"
"MEAN_FGFR3"
"MEAN_FSTL4"
"MEAN_HDLBP"
"MEAN_HNRNPF"
"MEAN_HTT"
"MEAN_IGF2BP3"
"MEAN_LHX8"
"MEAN_MKX"
"MEAN_NADK"
"MEAN_NADSYN1"
"MEAN_NHSL1"
"MEAN_NRP2"
"MEAN_NTF3"
"MEAN_PITPNC1"
"MEAN_PSD3"
"MEAN_ROBO3"
"MEAN_SEMA5A"
"MEAN_SFRP2"
"MEAN_SLIT1"
"MEAN_SMURF1"
"MEAN_TAF4"
"MEAN_TBC1D1"
"MEAN_THRB"
"MEAN_TPPP"
"MEAN_TRPM5"
"MEAN_ZBTB7A"
"MEAN_ANKRD33B"
"MEAN_APC2"
"MEAN_APLP2"
"MEAN_ASCL2"
"MEAN_ATP8A2"
"MEAN_CNTNAP2"
"MEAN_GDF6"
"MEAN_GNAL"
"MEAN_IQSEC3"
"MEAN_KIAA0415"
"MEAN_LIMCH1"
"MEAN_LMX1B"
"MEAN_NCOA2"
"MEAN_NGEF"
"MEAN_NXPH1"
"MEAN_PAX9"
"MEAN_PDE4C"
"MEAN_PEMT"
"MEAN_PLXNB2"
"MEAN_PNPLA7"
"MEAN_POLE"
"MEAN_PPM1H"
"MEAN_PRDM13"
"MEAN_RAB40B"
"MEAN_RB1"
"MEAN_RBM20"
"MEAN_REXO1"
"MEAN_RXRA"
"MEAN_SEC14L1"
"MEAN_SEMA6A"
"MEAN_SETBP1"
"MEAN_SKIV2L"
"MEAN_SMPD3"
"MEAN_SNX8"
"MEAN_SPATS2L"
"MEAN_SPSB1"
"MEAN_SPTBN2"
"MEAN_TBX1"
"MEAN_TCF25"
"MEAN_UNC13A"
"MEAN_AGPAT4"
"MEAN_ANTXR1"
"MEAN_ARHGEF17"
"MEAN_ARID3A"
"MEAN_ARNT2"
"MEAN_CBS"
"MEAN_CDKN1C"
"MEAN_CLASP1"
"MEAN_COL13A1"
"MEAN_CSNK1G2"
"MEAN_DLK1"
"MEAN_EFNB1"
"MEAN_EN1"
"MEAN_GLIS1"
"MEAN_HLA-DPB2"
"MEAN_ITPR3"
"MEAN_KIF5C"
"MEAN_LRIG1"
"MEAN_NCAM1"
"MEAN_NELL2"
"MEAN_NPAS3"
"MEAN_NRG2"
"MEAN_NRN1"
"MEAN_PDGFRA"
"MEAN_PHRF1"
"MEAN_PLEKHA7"
"MEAN_RAB1B"
"MEAN_RTN4RL1"
"MEAN_SBF1"
"MEAN_SGMS1"
"MEAN_SLC35F3"
"MEAN_SLC45A1"
"MEAN_SLC8A1"
"MEAN_SORBS1"
"MEAN_SYNE2"
"MEAN_TESC"
"MEAN_THADA"
"MEAN_VAX1"
"MEAN_AGPAT3"
"MEAN_ALK"
"MEAN_CCDC85C"
"MEAN_CHD7"
"MEAN_CPLX2"
"MEAN_CRTC1"
"MEAN_CSGALNACT1"
"MEAN_DDAH1"
"MEAN_DLL1"
"MEAN_DPP10"
"MEAN_ETS1"
"MEAN_FAM53A"
"MEAN_FBLN2"
"MEAN_FOXP4"
"MEAN_GFPT2"
"MEAN_GLT1D1"
"MEAN_GRIK2"
"MEAN_HCG27"
"MEAN_IGFBP3"
"MEAN_IRF2"
"MEAN_ITPR1"
"MEAN_KCND3"
"MEAN_KCNK10"
"MEAN_LOC155060"
"MEAN_MAST3"
"MEAN_MMEL1"
"MEAN_MPRIP"
"MEAN_NEDD4L"
"MEAN_PALM"
"MEAN_PEX10"
"MEAN_PHF1"
"MEAN_PITRM1"
"MEAN_PLXNA2"
"MEAN_PPP2R2D"
"MEAN_RAP1GAP"
"MEAN_RBM47"
"MEAN_SATB2"
"MEAN_SCOC"
"MEAN_SCRIB"
"MEAN_SLC6A18"
"MEAN_SOLH"
"MEAN_TBX2"
"MEAN_TNS1"
"MEAN_TPM1"
"MEAN_UBTF"
"MEAN_USP36"
"MEAN_VAC14"
"MEAN_ACTN1"
"MEAN_ADAMTS16"
"MEAN_ADAMTS9"
"MEAN_AMOTL1"
"MEAN_AP3D1"
"MEAN_C9orf3"
"MEAN_CACNA1B"
"MEAN_CACNA1E"
"MEAN_CHID1"
"MEAN_COL1A1"
"MEAN_CRTAC1"
"MEAN_CYTH3"
"MEAN_DAZAP1"
"MEAN_EEFSEC"
"MEAN_FCGBP"
"MEAN_GLB1L2"
"MEAN_ISM1"
"MEAN_ITGB4"
"MEAN_KCNN3"
"MEAN_KIAA0284"
"MEAN_LTBP3"
"MEAN_MAN1C1"
"MEAN_MDGA1"
"MEAN_MIB2"
"MEAN_MICAL3"
"MEAN_MICALL2"
"MEAN_MTHFD1L"
"MEAN_MUM1"
"MEAN_MYH9"
"MEAN_PCBP3"
"MEAN_PIK3CD"
"MEAN_PNPLA6"
"MEAN_PRKD2"
"MEAN_RIN3"
"MEAN_SEMA3B"
"MEAN_SH3PXD2B"
"MEAN_SMAD6"
"MEAN_SPECC1"
"MEAN_SPSB4"
"MEAN_TBR1"
"MEAN_TCF7L1"
"MEAN_TRIM71"
"MEAN_WIPF1"
"MEAN_ZFP64"
"MEAN_ZNF827"
"MEAN_ADAMTS10"
"MEAN_ANKFY1"
"MEAN_AR"
"MEAN_ARHGAP6"
"MEAN_BAI2"
"MEAN_CA5A"
"MEAN_CCDC40"
"MEAN_CCDC88B"
"MEAN_DNAH2"
"MEAN_DSCAM"
"MEAN_EIF3B"
"MEAN_FBXW8"
"MEAN_GABRG3"
"MEAN_GALNS"
"MEAN_HIP1"
"MEAN_HK1"
"MEAN_HLA-G"
"MEAN_HLX"
"MEAN_HNRNPUL1"
"MEAN_ING5"
"MEAN_INPP4A"
"MEAN_ITGB2"
"MEAN_ITPR2"
"MEAN_KAT6B"
"MEAN_KCNQ1DN"
"MEAN_KIAA0513"
"MEAN_MAP4K4"
"MEAN_NEDD9"
"MEAN_NKD2"
"MEAN_NKX6-2"
"MEAN_NUAK1"
"MEAN_OBSL1"
"MEAN_PCDH9"
"MEAN_PDE7B"
"MEAN_PEBP4"
"MEAN_PLEKHA6"
"MEAN_PPP1R10"
"MEAN_RASSF5"
"MEAN_RFTN1"
"MEAN_ROR2"
"MEAN_RTN1"
"MEAN_RUNX2"
"MEAN_SH3BP2"
"MEAN_SHISA9"
"MEAN_SIN3A"
"MEAN_SLC16A3"
"MEAN_STK39"
"MEAN_TIAM2"
"MEAN_TTLL10"
"MEAN_USP42"
"MEAN_WDR86"
"MEAN_WNT3A"
"MEAN_WWTR1"
"MEAN_ZAP70"
"MEAN_ZNF331"
"MEAN_ZNF536"
"MEAN_AHNAK"
"MEAN_ALCAM"
"MEAN_ALOX5"
"MEAN_AMZ1"
"MEAN_ANKH"
"MEAN_ANO7"
"MEAN_ARAP1"
"MEAN_ARHGEF3"
"MEAN_ARL15"
"MEAN_ATP2A3"
"MEAN_BSN"
"MEAN_CD247"
"MEAN_CHN2"
"MEAN_CREM"
"MEAN_CYP26B1"
"MEAN_EGFLAM"
"MEAN_ESYT2"
"MEAN_FOXO3"
"MEAN_GATA5"
"MEAN_GRAMD4"
"MEAN_GRID2IP"
"MEAN_GRTP1"
"MEAN_HMHA1"
"MEAN_KANK2"
"MEAN_KCTD1"
"MEAN_KIAA0146"
"MEAN_LDLRAD3"
"MEAN_LHFPL2"
"MEAN_LHX4"
"MEAN_LHX5"
"MEAN_LIMS2"
"MEAN_MBNL2"
"MEAN_METRNL"
"MEAN_MYC"
"MEAN_MYO16"
"MEAN_NLGN1"
"MEAN_NOTCH3"
"MEAN_NR3C1"
"MEAN_NR4A2"
"MEAN_PAX5"
"MEAN_PDX1"
"MEAN_PHF21B"
"MEAN_PLXND1"
"MEAN_PRIC285"
"MEAN_PXN"
"MEAN_RGS6"
"MEAN_RIMS1"
"MEAN_RXRB"
"MEAN_SLC6A5"
"MEAN_SOGA3"
"MEAN_SPATA13"
"MEAN_TELO2"
"MEAN_TGFBR3"
"MEAN_TMEM131"
"MEAN_TNFAIP8"
"MEAN_TRAF3"
"MEAN_TUBGCP3"
"MEAN_UBE2J2"
"MEAN_WHSC2"
"MEAN_WNT5B"
"MEAN_WWP2"
"MEAN_ZCCHC24"
"MEAN_ZFP41"
"MEAN_ZNF598"
"MEAN_ABCF1"
"MEAN_ABL1"
"MEAN_ADCK3"
"MEAN_AKT1"
"MEAN_B4GALNT4"
"MEAN_BMPER"
"MEAN_BRP44L"
"MEAN_BTNL2"
"MEAN_CACHD1"
"MEAN_CACNA1D"
"MEAN_CAST"
"MEAN_CAV1"
"MEAN_CCNA1"
"MEAN_CRMP1"
"MEAN_CROCC"
"MEAN_D2HGDH"
"MEAN_DCC"
"MEAN_DIDO1"
"MEAN_DMD"
"MEAN_DPYSL2"
"MEAN_EMX2OS"
"MEAN_EPHB2"
